,Genre,Responsable_secondaire,Orphelin,Confession,Ecole_secondaire,Option_secondaire,Grade_examen_Etat,Province_secondaire,Age_fin_secondaire,Etude_cours_secondaire,Vouloir_devenir_avant_universite,Respo_oriention_departement,Aimer_departement,Annee_reposAvantUniversite,Age_adm_Universite,Nature_universite,Type_institution,Province_universite,Respo_universitaire,Niveau,Refaitre_sixieme_secondaire,Competence_math,Competence_physique,Competence_biologie,Competence_chimie,Competence_informatique,Competence_Dessin,Domaine_Universite
489,0,1.0,0,0.0,0,7,0.0,7.5,7.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,2,1.0,1.0,1.0,1,1,1
490,0,0.0,0,1.0,0,14,0.0,7.5,4.0,2,1,5,0,0.0,2.5,0.0,0,0.0,0,0,1,1,1.0,1.0,1.0,1,1,1
491,0,1.0,0,1.0,0,6,0.0,0.0,4.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
492,0,1.0,0,0.0,0,13,0.0,0.0,5.0,0,1,0,0,1.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,2,1
493,0,5.0,0,1.0,6,4,0.0,1.0,5.0,2,1,0,0,0.0,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,1,1,0
494,0,0.0,0,6.0,6,13,0.0,7.5,6.0,2,1,0,0,0.0,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,1,1,0
495,0,2.0,0,0.0,0,6,0.0,0.0,5.0,0,1,0,0,0.0,2.5,0.0,0,0.0,3,0,0,1,1.0,1.0,1.0,1,1,1
496,1,5.0,1,5.0,0,13,0.0,7.5,4.0,1,1,7,0,0.0,2.5,2.5,1,1.0,1,2,0,1,1.0,1.0,1.0,2,2,1
497,0,0.0,0,1.0,0,3,0.0,2.0,3.0,0,1,0,1,0.0,2.5,1.0,0,2.5,3,2,0,2,1.0,1.0,1.0,1,1,1
498,0,5.0,0,5.0,3,13,0.0,7.0,3.0,1,1,0,0,2.5,2.5,2.5,0,2.5,2,2,0,2,1.0,1.0,1.0,1,0,1
499,1,2.0,0,1.0,6,6,0.0,4.0,2.0,1,1,0,1,1.0,1.0,0.0,1,2.5,3,2,0,1,1.0,1.0,1.0,1,1,1
500,0,2.0,0,0.0,0,6,0.0,0.0,2.0,0,1,0,0,0.0,2.0,0.0,0,0.0,3,0,0,2,1.0,1.0,1.0,2,1,0
501,0,1.0,0,3.0,0,0,0.0,0.0,4.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
502,0,1.0,0,0.0,0,13,0.0,0.0,5.0,2,1,1,1,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,2,1
503,0,1.0,0,0.0,0,13,0.0,0.0,3.0,2,1,0,0,0.0,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,2,0,1
504,0,6.0,0,0.0,5,4,0.0,0.0,3.0,0,1,0,0,0.0,2.5,0.0,0,0.0,6,0,1,1,1.0,1.0,1.0,2,1,1
505,0,1.0,0,0.0,0,3,0.0,0.0,3.0,0,1,0,0,1.0,2.5,0.0,0,0.0,2,0,0,1,1.0,1.0,1.0,1,1,3
506,0,2.0,1,0.0,0,0,0.0,0.0,6.0,0,1,0,0,2.0,2.5,2.5,0,0.0,6,0,0,1,1.0,1.0,1.0,1,2,1
507,0,6.0,0,4.0,4,14,0.0,0.0,7.0,1,1,0,1,0.0,2.5,0.0,0,0.0,4,0,0,1,1.0,1.0,1.0,2,2,3
508,1,2.0,0,8.125,0,13,0.0,2.0,7.0,3,1,0,0,1.0,2.5,0.0,0,0.0,2,2,1,1,1.0,1.0,1.0,1,1,0
509,0,3.0,0,4.0,0,6,0.0,7.5,2.0,0,10,0,0,0.0,2.5,2.5,0,0.0,1,0,0,2,1.0,1.0,1.0,1,1,2
510,0,1.0,0,0.0,0,1,0.0,0.0,1.0,2,1,0,0,1.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
511,0,1.0,0,0.0,0,13,0.0,0.0,7.0,0,5,8,0,0.0,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,2,2,1
512,0,3.0,1,2.0,3,6,0.0,3.0,2.0,0,1,0,0,1.0,2.0,0.0,0,1.0,5,2,0,2,1.0,1.0,1.0,1,1,0
513,0,1.0,1,0.0,5,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,1,1,1.0,1.0,1.0,1,2,1
514,0,1.0,0,0.0,5,6,0.0,0.0,2.0,0,1,0,0,2.0,2.5,1.0,1,0.0,1,0,1,1,1.0,1.0,1.0,1,2,1
515,0,1.0,0,0.0,6,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,3,0,1,0,1.0,1.0,1.0,1,1,1
516,1,1.0,0,0.0,5,6,0.0,0.0,3.0,0,1,0,0,2.5,2.5,1.0,1,0.0,3,0,1,1,1.0,1.0,1.0,1,2,1
517,0,1.0,0,0.0,5,6,0.0,0.0,2.0,1,1,0,0,0.0,2.0,1.0,1,0.0,5,0,1,2,1.0,1.0,1.0,1,2,1
518,0,2.0,0,0.0,5,6,0.0,0.0,4.0,0,1,0,0,1.0,2.5,1.0,1,0.0,1,0,1,1,1.0,1.0,1.0,1,2,1
519,1,3.0,0,0.0,5,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,1,2,1.0,1.0,1.0,1,1,1
520,0,1.0,0,0.0,6,6,0.0,0.0,3.0,0,1,5,0,1.0,2.5,1.0,1,0.0,1,0,1,2,1.0,1.0,1.0,1,2,1
521,1,2.0,0,1.0,1,11,0.0,7.5,2.0,1,9,5,0,1.0,2.5,2.5,1,2.5,0,1,0,1,1.0,1.0,1.0,2,2,3
522,1,5.0,0,6.0,6,8,0.0,4.0,4.0,3,9,3,1,1.0,2.5,1.0,0,2.5,5,1,0,0,1.0,1.0,1.0,1,1,1
523,1,1.0,0,5.0,5,5,0.0,3.0,3.0,1,8,6,0,0.0,2.5,1.0,1,1.0,5,2,0,2,1.0,1.0,1.0,1,2,3
524,0,1.0,1,0.0,5,6,0.0,0.0,2.0,1,1,0,0,1.0,2.5,1.0,1,0.0,0,0,1,2,1.0,1.0,1.0,1,2,1
525,0,1.0,1,0.0,0,6,0.0,0.0,2.0,0,1,0,0,1.0,2.5,1.0,1,0.0,1,0,1,2,1.0,1.0,1.0,1,2,1
526,0,2.0,0,0.0,5,8,0.0,1.0,3.0,1,1,0,0,0.0,2.5,1.0,1,0.0,1,0,1,2,1.0,1.0,1.0,1,2,1
527,0,1.0,0,0.0,5,6,0.0,0.0,2.0,0,1,0,0,0.0,2.0,1.0,1,0.0,1,0,0,2,1.0,1.0,1.0,1,1,1
528,0,1.0,0,0.0,5,6,0.0,0.0,2.0,0,1,3,1,0.0,2.0,1.0,1,0.0,1,0,0,2,1.0,1.0,1.0,1,2,1
529,0,1.0,1,1.0,5,6,0.0,0.0,2.0,0,1,5,1,0.0,2.0,1.0,1,0.0,1,0,0,2,1.0,1.0,1.0,1,1,1
530,0,1.0,0,1.0,5,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,0,0,0,2,1.0,1.0,1.0,2,1,1
531,0,1.0,0,3.0,5,6,0.0,0.0,1.0,1,1,0,0,0.0,1.0,1.0,1,0.0,1,0,1,2,1.0,1.0,1.0,1,2,1
532,0,1.0,0,0.0,5,6,0.0,0.0,2.0,0,1,0,0,0.0,2.0,1.0,1,0.0,5,0,1,2,1.0,1.0,1.0,2,2,1
533,0,1.0,0,4.0,5,6,0.0,2.0,4.0,0,1,0,0,1.0,2.5,1.0,1,0.0,1,0,1,2,1.0,1.0,1.0,2,1,1
534,0,1.0,0,1.0,0,6,0.0,0.0,2.0,1,1,0,1,0.0,2.0,1.0,1,0.0,3,0,1,0,1.0,1.0,1.0,2,2,1
535,0,2.0,0,5.0,1,7,0.0,5.0,5.0,1,5,1,0,1.0,2.5,1.0,0,2.5,0,1,1,1,1.0,1.0,1.0,2,2,0
536,1,2.0,1,8.0,5,0,0.0,1.0,4.0,1,6,4,1,2.0,2.5,0.0,0,2.5,5,1,0,1,1.0,1.0,1.0,1,1,1
537,0,5.0,0,7.0,0,8,0.0,6.0,6.0,0,5,7,1,0.0,2.5,2.5,1,2.5,2,1,0,1,1.0,1.0,1.0,1,1,1
538,1,1.0,1,5.0,0,3,0.0,3.0,2.0,0,0,4,0,1.0,2.5,1.0,1,1.0,1,2,1,1,1.0,1.0,1.0,0,1,2
539,1,5.0,0,4.0,0,1,0.0,7.5,2.0,0,6,0,0,0.0,2.0,0.0,1,1.0,5,1,0,2,1.0,1.0,1.0,2,0,2
540,0,5.0,0,1.0,6,10,0.0,7.5,3.0,3,4,7,0,0.0,2.5,2.5,1,2.5,0,2,0,2,1.0,1.0,1.0,0,1,3
541,0,2.0,0,1.0,0,6,0.0,7.5,3.0,1,4,4,1,2.5,2.5,2.0,1,2.5,6,2,1,2,1.0,1.0,1.0,1,1,1
542,1,0.0,1,5.0,6,9,0.0,3.0,2.0,1,6,5,0,0.0,2.0,0.0,0,2.5,3,2,0,1,1.0,1.0,1.0,0,1,3
543,0,0.0,1,1.0,0,3,0.0,2.0,4.0,3,2,6,0,0.0,2.5,1.0,0,2.5,6,2,0,1,1.0,1.0,1.0,0,1,1
544,1,6.0,0,3.0,1,14,0.0,0.0,5.0,0,2,0,0,0.0,2.5,1.0,1,0.0,6,0,0,0,1.0,1.0,1.0,2,0,3
545,1,2.0,0,8.125,5,9,0.0,0.0,2.0,2,2,1,0,0.0,2.0,1.0,1,0.0,3,0,0,0,1.0,1.0,1.0,0,2,3
546,0,1.0,0,0.0,0,2,0.0,4.0,2.0,0,1,0,0,2.5,2.5,0.0,1,0.0,2,0,0,0,1.0,1.0,1.0,2,1,2
547,0,1.0,0,1.0,1,1,0.0,0.0,3.0,2,11,1,1,0.0,2.5,1.0,1,0.0,2,0,0,2,1.0,1.0,1.0,2,2,1
548,1,1.0,0,4.0,4,5,0.0,0.0,1.0,2,1,5,0,0.0,1.0,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,0,2
549,0,1.0,0,0.0,0,14,0.0,0.0,4.0,2,1,8,0,0.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,1,1
550,1,2.0,1,1.0,6,13,0.0,1.0,4.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
551,0,1.0,0,0.0,5,8,0.0,0.0,4.0,2,1,4,0,0.0,2.5,1.0,1,0.0,0,0,0,1,1.0,1.0,1.0,2,1,2
552,0,1.0,0,1.0,5,6,0.0,0.0,2.0,1,1,0,0,1.0,2.5,2.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
553,1,2.0,0,0.0,6,1,0.0,0.0,3.0,0,1,0,0,0.0,2.5,2.5,1,0.0,1,0,0,1,1.0,1.0,1.0,2,1,2
554,0,5.0,0,2.0,1,6,0.0,0.0,4.0,0,1,0,0,0.0,2.5,2.0,1,0.0,1,1,1,1,1.0,1.0,1.0,1,1,2
555,0,3.0,0,1.0,0,14,0.0,0.0,3.0,0,1,0,1,0.0,2.5,0.0,1,0.0,1,2,1,1,1.0,1.0,1.0,1,1,1
556,0,1.0,0,1.0,5,0,0.0,4.0,3.0,1,1,0,0,0.0,2.5,1.0,1,0.0,0,1,0,2,1.0,1.0,1.0,2,2,2
557,0,1.0,0,8.125,4,6,0.0,4.0,3.0,1,1,0,0,0.0,2.5,1.0,1,0.0,0,1,0,2,1.0,1.0,1.0,2,2,1
558,1,5.0,0,3.0,6,10,0.0,6.0,3.0,1,9,3,0,0.0,2.5,1.0,1,1.0,0,2,1,1,1.0,1.0,1.0,1,1,1
559,1,4.0,0,7.0,5,3,0.0,7.5,4.0,0,6,2,0,2.0,2.5,1.0,1,1.0,4,2,0,2,1.0,1.0,1.0,1,1,3
560,0,1.0,0,0.0,1,8,0.0,0.0,2.0,2,1,7,0,0.0,2.0,1.0,1,0.0,1,2,0,2,1.0,1.0,1.0,0,2,0
561,0,1.0,0,0.0,5,7,0.0,0.0,2.0,0,1,3,0,0.0,2.0,1.0,1,0.0,1,2,0,2,1.0,1.0,1.0,1,0,0
562,0,1.0,1,1.0,1,0,0.0,0.0,2.0,1,1,0,0,2.5,2.5,1.0,1,0.0,2,2,1,2,1.0,1.0,1.0,2,0,0
563,1,1.0,0,0.0,0,4,0.0,0.0,3.0,2,1,7,0,0.0,2.5,1.0,1,0.0,1,2,1,1,1.0,1.0,1.0,2,0,0
564,0,1.0,0,8.125,1,0,0.0,0.0,2.0,2,0,0,0,0.0,2.5,1.0,1,0.0,1,2,0,2,1.0,1.0,1.0,1,1,2
565,1,6.0,0,3.0,6,10,0.0,0.0,2.0,2,2,0,0,0.0,2.5,1.0,1,0.0,6,0,0,0,1.0,1.0,1.0,1,0,1
566,1,2.0,1,8.125,5,1,0.0,0.0,3.0,2,7,0,0,0.0,2.0,1.0,1,0.0,3,0,0,0,1.0,1.0,1.0,1,0,0
567,0,1.0,0,1.0,0,9,0.0,0.0,4.0,0,6,1,0,2.5,2.5,1.0,1,0.0,1,2,0,0,1.0,1.0,1.0,1,1,1
568,0,1.0,0,1.0,0,3,0.0,1.0,6.0,2,1,1,0,0.0,2.5,1.0,1,0.0,6,2,0,1,1.0,1.0,1.0,1,1,3
569,1,6.0,1,0.0,0,9,0.0,0.0,3.0,1,11,8,1,0.0,2.5,1.0,1,0.0,6,2,0,1,1.0,1.0,1.0,1,1,0
570,1,1.0,0,0.0,0,9,0.0,0.0,1.0,2,1,0,0,0.0,1.0,1.0,1,0.0,1,2,0,1,1.0,1.0,1.0,0,0,3
571,0,1.0,0,0.0,0,9,0.0,0.0,2.0,0,11,0,0,0.0,2.0,0.0,0,0.0,1,2,0,1,1.0,1.0,1.0,2,1,3
572,0,6.0,1,0.0,6,13,0.0,0.0,5.0,2,1,3,1,0.0,2.5,1.0,1,0.0,0,2,0,2,1.0,1.0,1.0,0,1,1
573,0,6.0,0,1.0,1,14,0.0,0.0,4.0,0,1,0,0,0.0,2.5,1.0,1,0.0,2,2,0,2,1.0,1.0,1.0,1,2,1
574,0,2.0,0,0.0,5,13,0.0,0.0,6.0,2,1,0,0,0.0,2.5,1.0,1,0.0,5,2,0,2,1.0,1.0,1.0,0,2,1
575,0,1.0,0,4.0,4,13,0.0,0.0,5.0,2,1,1,0,0.0,2.5,1.0,1,0.0,1,2,1,0,1.0,1.0,1.0,1,2,1
576,0,1.0,0,0.0,5,14,0.0,0.0,6.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,2,0,1,1.0,1.0,1.0,2,1,1
577,1,1.0,0,2.0,5,1,0.0,0.0,2.0,2,7,0,0,1.0,2.5,1.0,1,0.0,0,1,1,1,1.0,1.0,1.0,1,1,3
578,1,1.0,0,0.0,5,9,0.0,0.0,2.0,2,1,0,0,0.0,2.0,1.0,1,0.0,6,1,0,1,1.0,1.0,1.0,1,2,3
579,0,2.0,1,1.0,6,3,0.0,0.0,2.0,2,0,5,0,1.0,2.5,0.0,1,0.0,1,1,1,0,1.0,1.0,1.0,2,1,3
580,1,1.0,0,0.0,2,1,0.0,0.0,2.0,0,2,1,1,2.0,2.5,1.0,1,0.0,3,1,1,1,1.0,1.0,1.0,0,0,2
581,1,1.0,0,4.0,1,8,0.0,0.0,2.0,1,7,4,0,2.5,2.5,1.0,1,0.0,0,1,0,1,1.0,1.0,1.0,1,1,0
582,0,0.0,1,0.0,0,2,0.0,0.0,4.0,2,4,0,0,1.0,2.5,1.0,1,0.0,3,1,0,1,1.0,1.0,1.0,1,0,1
583,1,0.0,1,4.0,5,9,0.0,0.0,3.0,2,11,1,0,0.0,2.5,1.0,1,0.0,1,1,0,1,1.0,1.0,1.0,1,1,1
584,1,1.0,0,4.0,1,6,0.0,0.0,2.0,2,1,0,0,0.0,2.5,1.0,1,0.0,1,1,0,1,1.0,1.0,1.0,1,0,1
585,0,1.0,0,0.0,5,3,0.0,0.0,2.0,2,2,0,0,0.0,2.5,1.0,1,0.0,1,1,1,1,1.0,1.0,1.0,1,1,1
586,0,1.0,0,0.0,5,6,0.0,0.0,3.0,1,2,5,1,1.0,2.5,1.0,1,2.5,1,1,0,2,1.0,1.0,1.0,1,1,3
587,0,1.0,0,1.0,1,9,0.0,0.0,4.0,0,9,0,0,0.0,2.5,1.0,1,0.0,1,1,0,2,1.0,1.0,1.0,2,1,2
588,0,1.0,0,0.0,0,8,0.0,0.0,5.0,0,1,3,0,2.5,2.5,1.0,1,0.0,2,1,1,2,1.0,1.0,1.0,2,2,1
589,0,2.0,1,1.0,6,5,0.0,0.0,5.0,1,1,0,0,1.0,2.5,1.0,0,0.0,3,2,1,1,1.0,1.0,1.0,2,1,0
590,0,2.0,0,8.125,6,4,0.0,4.0,2.0,2,1,0,0,2.0,2.5,0.0,0,0.0,6,2,1,1,1.0,1.0,1.0,1,1,0
591,0,1.0,0,0.0,0,0,0.0,0.0,4.0,2,1,0,0,0.0,2.5,0.0,0,0.0,6,2,1,1,1.0,1.0,1.0,2,1,0
592,1,1.0,0,3.0,0,4,0.0,0.0,3.0,2,0,0,0,0.0,2.5,0.0,0,0.0,1,0,0,0,1.0,1.0,1.0,1,1,0
593,1,3.0,0,0.0,1,4,0.0,0.0,1.0,0,3,0,0,0.0,2.5,0.0,0,0.0,5,0,0,1,1.0,1.0,1.0,1,1,0
594,0,0.0,0,1.0,1,0,0.0,0.0,5.0,1,0,0,0,0.0,2.5,0.0,0,2.5,0,0,0,1,1.0,1.0,1.0,2,0,0
595,0,0.0,0,0.0,0,0,0.0,7.5,3.0,0,11,3,1,0.0,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,2,0,0
596,1,6.0,0,0.0,6,0,0.0,7.5,4.0,2,3,0,0,0.0,2.5,0.0,0,0.0,6,2,0,1,1.0,1.0,1.0,1,0,0
597,0,1.0,0,0.0,0,0,0.0,0.0,3.0,0,3,0,0,1.0,2.5,0.0,0,0.0,2,1,0,1,1.0,1.0,1.0,1,0,0
598,1,1.0,0,0.0,0,4,0.0,0.0,3.0,2,3,0,0,1.0,2.5,0.0,0,0.0,2,2,1,1,1.0,1.0,1.0,2,2,0
599,1,1.0,0,0.0,0,8,0.0,0.0,3.0,2,0,5,0,0.0,2.0,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0
600,1,1.0,0,1.0,1,0,0.0,0.0,4.0,2,0,5,0,0.0,2.5,0.0,0,0.0,1,2,0,1,1.0,1.0,1.0,1,1,0
601,0,1.0,0,0.0,5,0,0.0,0.0,6.0,0,0,4,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,0
602,0,1.0,1,1.0,0,3,0.0,0.0,2.0,2,9,0,0,0.0,2.5,1.0,1,0.0,0,1,0,2,1.0,1.0,1.0,2,2,2
603,0,0.0,1,4.0,5,6,0.0,0.0,5.0,0,1,0,0,0.0,2.5,1.0,1,0.0,2,1,1,1,1.0,1.0,1.0,1,0,1
604,1,1.0,0,1.0,1,6,0.0,0.0,3.0,2,2,0,0,2.0,2.5,1.0,1,0.0,2,1,1,1,1.0,1.0,1.0,2,1,1
605,1,5.0,0,4.0,4,6,0.0,2.0,3.0,0,9,5,1,1.0,2.5,1.0,1,0.0,1,1,0,1,1.0,1.0,1.0,1,0,2
606,0,1.0,0,1.0,5,8,0.0,0.0,6.0,1,3,0,0,0.0,2.5,1.0,1,2.5,1,1,0,1,1.0,1.0,1.0,0,0,3
607,0,1.0,0,0.0,5,12,0.0,0.0,3.0,2,1,0,0,0.0,2.5,1.0,1,0.0,6,1,0,1,1.0,1.0,1.0,0,1,1
608,0,1.0,0,0.0,0,2,0.0,7.5,5.0,0,9,7,0,2.5,2.5,1.0,1,2.5,1,1,0,1,1.0,1.0,1.0,1,1,1
609,0,1.0,0,0.0,0,6,0.0,0.0,5.0,1,1,0,0,0.0,2.5,1.0,1,2.5,1,1,1,1,1.0,1.0,1.0,1,1,3
610,0,1.0,0,6.0,5,6,0.0,0.0,3.0,0,2,0,0,0.0,2.5,1.0,1,0.0,6,1,0,1,1.0,1.0,1.0,1,0,1
611,0,1.0,0,0.0,0,6,0.0,0.0,4.0,0,2,0,0,0.0,2.5,1.0,1,0.0,0,1,0,1,1.0,1.0,1.0,1,1,1
612,0,6.0,0,1.0,0,6,0.0,0.0,3.0,0,1,4,0,0.0,2.5,1.0,1,2.5,1,1,0,1,1.0,1.0,1.0,1,0,1
613,0,1.0,0,0.0,0,6,0.0,0.0,3.0,0,1,1,0,0.0,2.5,1.0,1,2.5,0,1,1,0,1.0,1.0,1.0,1,0,1
614,1,0.0,0,0.0,6,8,0.0,2.0,2.0,2,0,0,0,2.5,2.5,1.0,1,0.0,1,1,0,1,1.0,1.0,1.0,1,1,1
615,1,0.0,1,3.0,3,5,0.0,0.0,4.0,1,1,5,0,2.0,2.5,1.0,1,0.0,1,1,1,1,1.0,1.0,1.0,1,1,3
616,1,2.0,0,4.0,4,0,0.0,0.0,6.0,2,0,0,1,0.0,2.5,1.0,1,0.0,0,1,0,0,1.0,1.0,1.0,1,1,3
617,0,1.0,0,1.0,0,3,0.0,0.0,4.0,0,7,5,1,1.0,2.5,1.0,1,0.0,0,1,1,0,1.0,1.0,1.0,1,1,3
618,1,1.0,0,1.0,1,6,0.0,2.0,2.0,2,1,0,1,1.0,2.5,1.0,1,2.5,1,1,0,1,1.0,1.0,1.0,1,1,1
619,0,1.0,0,1.0,3,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,1,0,1,1.0,1.0,1.0,1,1,3
620,1,6.0,0,0.0,5,3,0.0,0.0,2.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,1,1,1,1.0,1.0,1.0,1,1,1
621,0,1.0,0,0.0,5,0,0.0,0.0,3.0,1,0,0,0,0.0,2.5,1.0,1,2.5,0,1,0,0,1.0,1.0,1.0,1,1,1
622,0,1.0,0,1.0,4,8,0.0,0.0,4.0,0,9,0,0,0.0,2.5,1.0,1,1.0,1,1,0,1,1.0,1.0,1.0,2,2,3
623,1,5.0,1,4.0,4,5,0.0,7.5,3.0,2,1,0,1,0.0,2.5,1.0,1,1.0,5,1,0,1,1.0,1.0,1.0,2,1,0
624,1,1.0,0,4.0,4,5,0.0,0.0,4.0,2,1,0,0,0.0,2.5,2.5,1,0.0,0,1,0,1,1.0,1.0,1.0,1,1,2
625,1,3.0,0,4.0,4,5,0.0,1.0,2.0,0,1,0,1,0.0,2.0,2.5,1,2.5,0,1,1,1,1.0,1.0,1.0,1,1,1
626,1,3.0,0,4.0,4,12,0.0,7.5,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,0,1,0,1,1.0,1.0,1.0,1,1,3
627,1,2.0,1,2.0,6,13,0.0,0.0,3.0,1,9,3,0,0.0,2.5,1.0,1,1.0,2,2,0,2,1.0,1.0,1.0,2,2,0
628,0,3.0,0,1.0,6,3,0.0,0.0,2.0,1,2,0,0,1.0,2.5,2.5,0,2.5,5,2,0,1,1.0,1.0,1.0,1,1,3
629,1,5.0,1,8.125,6,3,0.0,7.5,7.0,0,9,2,0,0.0,2.5,2.0,0,2.5,2,2,1,1,1.0,1.0,1.0,0,0,3
630,0,3.0,1,5.0,5,13,0.0,0.0,3.0,0,1,7,0,1.0,2.5,0.0,0,1.0,0,2,1,1,1.0,1.0,1.0,2,2,1
631,0,6.0,0,1.0,6,0,0.0,0.0,2.0,2,2,0,0,0.0,2.0,1.0,1,0.0,6,0,0,0,1.0,1.0,1.0,2,2,3
632,1,2.0,0,8.125,5,9,0.0,0.0,3.0,2,2,0,0,0.0,2.0,1.0,1,0.0,2,0,0,0,1.0,1.0,1.0,1,0,3
633,0,1.0,0,1.0,0,9,0.0,7.5,4.0,0,6,1,0,2.5,2.5,1.0,1,0.0,1,1,0,0,1.0,1.0,1.0,1,1,3
634,1,6.0,1,1.0,0,9,0.0,0.0,4.0,2,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,0,1.0,1.0,1.0,1,1,3
635,1,1.0,0,1.0,2,3,0.0,1.0,6.0,2,1,3,0,0.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,2,3
636,0,1.0,0,1.0,0,9,0.0,0.0,6.0,2,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,3
637,0,1.0,0,0.0,0,3,0.0,2.0,4.0,2,8,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,2,3
638,0,1.0,0,0.0,0,3,0.0,0.0,4.0,2,6,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,1,3
639,1,1.0,0,8.125,6,3,0.0,0.0,3.0,2,1,0,0,0.0,2.5,1.0,1,0.0,0,0,1,1,1.0,1.0,1.0,1,1,3
640,1,1.0,0,6.0,6,3,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,2,0,0,1,1.0,1.0,1.0,1,1,3
641,1,1.0,0,8.125,0,6,0.0,0.0,3.0,2,1,3,0,1.0,2.5,1.0,1,0.0,5,0,0,1,1.0,1.0,1.0,1,0,3
642,0,1.0,0,8.125,6,11,0.0,0.0,3.0,0,9,0,0,0.0,2.5,1.0,1,0.0,5,0,1,1,1.0,1.0,1.0,2,2,3
643,1,2.0,1,1.0,6,1,0.0,0.0,2.0,0,1,5,0,0.0,2.0,0.0,0,2.5,3,1,0,1,1.0,1.0,1.0,1,2,1
644,0,1.0,0,8.125,6,3,0.0,2.0,3.0,0,6,3,0,1.0,2.5,2.5,1,1.0,0,1,0,2,1.0,1.0,1.0,1,1,2
645,0,0.0,1,3.0,6,1,0.0,0.0,3.0,1,6,7,0,1.0,2.5,0.0,0,1.0,0,2,1,2,1.0,1.0,1.0,2,1,2
646,0,1.0,1,7.0,5,3,0.0,7.0,2.0,1,1,4,1,1.0,2.5,2.0,1,2.5,5,2,0,1,1.0,1.0,1.0,1,1,1
647,1,1.0,1,1.0,6,13,0.0,0.0,1.0,0,2,6,0,2.0,2.5,1.0,1,2.5,0,1,0,1,1.0,1.0,1.0,1,2,1
648,0,4.0,0,4.0,4,0,0.0,7.0,6.0,0,0,2,0,1.0,2.5,2.5,0,2.5,4,2,1,1,1.0,1.0,1.0,1,1,1
649,0,2.0,1,7.0,5,4,0.0,7.5,1.0,0,8,3,1,1.0,2.0,1.0,0,2.5,3,2,0,1,1.0,1.0,1.0,1,1,1
650,1,0.0,1,1.0,1,10,0.0,7.5,2.0,1,1,5,0,1.0,2.5,1.0,1,2.5,3,2,0,0,1.0,1.0,1.0,2,2,1
651,0,5.0,0,1.0,5,8,0.0,7.5,2.0,2,0,6,0,0.0,2.0,2.5,1,2.5,2,2,1,1,1.0,1.0,1.0,2,2,1
652,0,5.0,0,6.0,6,8,0.0,1.0,4.0,1,2,5,0,2.0,2.5,0.0,0,2.5,2,1,1,2,1.0,1.0,1.0,1,2,1
653,0,2.0,1,5.0,0,0,0.0,3.0,2.0,0,3,0,0,0.0,2.0,1.0,0,1.0,0,2,0,1,1.0,1.0,1.0,1,1,1
654,0,1.0,0,1.0,6,1,0.0,7.5,4.0,0,1,7,0,1.0,2.5,2.5,1,2.5,0,2,0,2,1.0,1.0,1.0,0,0,2
655,1,6.0,1,8.125,5,3,0.0,7.0,3.0,0,6,7,0,1.0,2.5,1.0,1,2.5,2,2,1,1,1.0,1.0,1.0,1,1,3
